project,file,id,line,column,temperature,original,replacement,coding
node-jsonfile,index.js,21,25,28,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,options ? options.reviver : null,options ? options.reviver : options,Trivially Equivalent
node-jsonfile,index.js,22,25,28,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,options ? options.reviver : null,options ? options.reviver : undefined,Trivially Equivalent
node-jsonfile,index.js,23,25,28,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,options ? options.reviver : null,options ? options.reviver : options.reviver + 1,Trivially Equivalent
node-jsonfile,index.js,54,52,23,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,content,content + '',Trivially Equivalent
node-jsonfile,index.js,56,54,9,mutation-testing-data/codellama-34b-instruct/template-full-0.25/run348,shouldThrow,shouldThrow === true,Near Equivalent
node-jsonfile,index.js,99,78,10,mutation-testing-data/codellama-34b-instruct/template-full-0.25/run348,"fs.writeFileSync(file, str, options)","fs.writeFileSync(file, str, options.reviver)",Behavioral Change
node-jsonfile,index.js,87,78,10,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,fs.writeFileSync,_fs.writeFileSync,Behavioral Change
plural,index.js,12,10,17,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,"[match, result]","function () {
  return [match, result];
}()",Trivially Equivalent
plural,index.js,51,22,80,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,0,Math.random(),Unknown
plural,index.js,50,22,80,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,0,'',Unknown
plural,index.js,68,23,57,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,0,null,Unknown
plural,index.js,85,27,1,mutation-testing-data/codellama-34b-instruct/template-full-0.25/run348,"addRule(/[aeiouy]o$/i, function(w) { return w + 's' })","addRule(/[^aeiouy]o$/i, function (w) {
  return w + 'es';
})",Behavioral Change
plural,index.js,87,27,1,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,"addRule(/[aeiouy]o$/i, function(w) { return w + 's' })","addRule(/[^aeiouy]o$/i, function (w) {
  return w + 'es';
})",Behavioral Change
plural,index.js,88,27,1,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,"addRule(/[aeiouy]o$/i, function(w) { return w + 's' })","addRule(/[aeiouy]o$/i, function (w) {
  return w.replace(/o$/, 'os');
})",Behavioral Change
plural,index.js,88,27,1,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,"addRule(/[aeiouy]o$/i, function(w) { return w + 's' })","addRule(/[^aeiouy]o$/i, function (w) {
  return w + 'os';
})",Behavioral Change
plural,index.js,101,33,7,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,w === 'dwarf' || w === 'roof',w === 'dwarf' || w === 'roof' || w === 'shoe',Trivially Equivalent
plural,index.js,102,33,7,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,w === 'dwarf' || w === 'roof',w.toLowerCase() === 'dwarf' || w.toLowerCase() === 'roof',Trivially Equivalent
plural,index.js,138,43,1,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,"addRule('die', 'dice')","addRule('die', 'dice', 1)",Trivially Equivalent
plural,index.js,140,43,1,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,"addRule('die', 'dice')","addRule('die', 'dice', function (word, num) {
  return word + 's';
})",Trivially Equivalent
plural,index.js,139,43,1,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,"addRule('die', 'dice')","addRule('die', 'dice', function () {})",Trivially Equivalent
plural,index.js,175,49,26,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,"function(w) { return w.replace(/a/, 'e') }","function (w) {
  return w.replace(/a/g, 'e');
}",Trivially Equivalent
plural,index.js,185,49,26,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,"function(w) { return w.replace(/a/, 'e') }","function (w) {
  return w.replace(/a/, function () {
    return 'e';
  });
}",Trivially Equivalent
plural,index.js,193,52,61,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,function(w) { return w },"function (w) {
  return w.replace(/s$/, '');
}",Behavioral Change
plural,index.js,225,70,1,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,"addRule(/\b(?:tea|sugar|water|air|rice|knowledge|beauty|anger|fear|love|money|research|safety|evidence)\b/i, function(w) { return w })","addRule(/\b(?:tea|sugar|water|air|rice|knowledge|beauty|anger|fear|love|money|research|safety|evidence)\b/i, function (w) {
  return w.toLowerCase();
})",Trivially Equivalent
plural,index.js,241,77,17,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,i < rules.length,i >= 0 && i < rules.length,Trivially Equivalent
plural,index.js,250,80,16,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,rule[0],rules[i][0],Behavioral Change
plural,index.js,260,81,21,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,rule[1],"rule[(1, 1)]",Behavioral Change
plural,index.js,249,83,11,mutation-testing-data/codellama-34b-instruct/template-full-0.25/run348,type(rule[0]) === 'String' && rule[0] === word,type(rule[0]) === 'String' && rule[0] === word.toLowerCase(),Trivially Equivalent
plural,index.js,271,83,11,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,type(rule[0]) === 'String' && rule[0] === word,type(rule[0]) === 'String' && rule[0] === word.toLowerCase(),Trivially Equivalent
pull-stream,pull.js,22,7,5,mutation-testing-data/codellama-34b-instruct/template-full-0.25/run348,for(var i = 0; i < lengt,for (var i = -1; i < length; i++) args[i] = arguments[i];,Behavioral Change
pull-stream,pull.js,29,7,32,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,i++,i = i + 1,Trivially Equivalent
pull-stream,pull.js,58,23,22,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,"pull(read, ref[0], ref[1], ref[2])","pull(read, ref[0], ref[2], ref[1])",Behavioral Change
pull-stream,pull.js,59,23,22,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,"pull(read, ref[0], ref[1], ref[2])","pull(read, ref[1], ref[0], ref[2])",Behavioral Change
pull-stream,pull.js,118,38,31,mutation-testing-data/codellama-34b-instruct/template-full-0.25/run348,i++,i = i + 1,Trivially Equivalent
pull-stream,pull.js,120,38,31,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,i++,i = i + 1,Trivially Equivalent
pull-stream,pull.js,115,41,16,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,read,read || null,Near Equivalent
pull-stream,pull.js,116,41,16,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,read,read || {},Near Equivalent
pull-stream,sinks/drain.js,154,26,18,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,done,done + 1,Near Equivalent
pull-stream,sinks/drain.js,137,26,18,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,done,"""some string""",Behavioral Change
pull-stream,sinks/drain.js,185,36,21,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,!loop,!loop && true,Trivially Equivalent
pull-stream,sinks/drain.js,197,52,21,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,"read(abort, cb || function () {})","read(abort, cb || function () {
  return null;
})",Unknown
pull-stream,sinks/drain.js,198,52,21,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,"read(abort, cb || function () {})","read(abort, cb || function () {
  return undefined;
})",Unknown
pull-stream,sinks/drain.js,171,52,21,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,"read(abort, cb || function () {})","read(!abort, cb || function () {})",Behavioral Change
pull-stream,sinks/find.js,211,15,8,mutation-testing-data/codellama-34b-instruct/template-full-0.25/run348,test,test || true,Behavioral Change
pull-stream,sinks/find.js,214,15,8,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,test(data),"test(data, data)",Near Equivalent
pull-stream,sinks/find.js,215,15,8,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,test(data),"test(data, null)",Near Equivalent
pull-stream,sinks/find.js,203,21,8,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,ended,ended && cb,Trivially Equivalent
pull-stream,sinks/reduce.js,256,6,6,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,!cb,typeof cb !== 'function',Near Equivalent
pull-stream,sources/count.js,290,6,8,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,end,end * 2,Near Equivalent
pull-stream,sources/count.js,265,6,8,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,end,end === true,Near Equivalent
pull-stream,sources/count.js,299,8,17,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,true,i > max,Trivially Equivalent
pull-stream,sources/values.js,400,16,8,mutation-testing-data/codellama-34b-instruct/template-full-0.25/run348,abort,abort && onAbort,Unknown
pull-stream,sources/values.js,373,16,8,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,abort,abort && abortCb,Trivially Equivalent
pull-stream,sources/values.js,415,17,26,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,abort,abort || true,Trivially Equivalent
pull-stream,sources/values.js,421,18,8,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,i >= array.length,i == array.length,Unknown
pull-stream,throughs/async-map.js,419,18,14,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,abort,abort.length !== 0 ? abort : null,Unknown
pull-stream,throughs/async-map.js,463,22,14,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,busy,busy === true,Near Equivalent
pull-stream,throughs/async-map.js,469,23,19,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,abort,true,Near Equivalent
pull-stream,throughs/async-map.js,424,23,19,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,abort,"""error""",Near Equivalent
pull-stream,throughs/async-map.js,483,38,23,mutation-testing-data/codellama-34b-instruct/template-full-0.25/run348,err,err && err.message,Unknown
pull-stream,throughs/async-map.js,456,39,20,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,"cb(null, data)","cb(undefined, data)",Near Equivalent
pull-stream,throughs/filter-not.js,471,8,17,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,function (data) { return !test(data) },"function (data) {
  return data.hasOwnProperty('test') ? test(data) : !test(data);
}",Trivially Equivalent
pull-stream,throughs/filter-not.js,516,8,48,mutation-testing-data/codellama-34b-instruct/template-full-0.25/run348,data,data + 1,Unknown
pull-stream,throughs/filter-not.js,533,8,48,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,data,data + 1,Unknown
pull-stream,throughs/filter.js,540,11,13,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,loop,loop || false,Trivially Equivalent
pull-stream,throughs/flatten.js,594,22,17,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,err === true,err == true,Near Equivalent
pull-stream,throughs/flatten.js,546,28,25,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,data,data || [],Unknown
pull-stream,throughs/flatten.js,594,34,14,mutation-testing-data/codellama-34b-instruct/template-full-0.25/run348,end,end && true,Trivially Equivalent
pull-stream,throughs/flatten.js,595,34,14,mutation-testing-data/codellama-34b-instruct/template-full-0.25/run348,end,end || false,Trivially Equivalent
pull-stream,throughs/flatten.js,607,38,20,mutation-testing-data/codellama-34b-instruct/template-full-0.25/run348,'function' !== typeof stream,typeof stream !== 'function',Behavioral Change
pull-stream,throughs/non-unique.js,597,7,10,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,"unique(field, true)","unique(field + 1, true)",Behavioral Change
pull-stream,throughs/non-unique.js,602,7,24,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,true,field !== null,Unknown
pull-stream,throughs/take.js,681,25,15,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,ended = end,ended = end && true,Trivially Equivalent
pull-stream,throughs/take.js,682,25,15,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,ended = end,ended = end || false,Trivially Equivalent
pull-stream,throughs/through.js,739,17,12,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,!end,end !== true,Near Equivalent
pull-stream,throughs/through.js,738,17,12,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,!end,!end && op,Trivially Equivalent
pull-stream,throughs/through.js,739,19,12,mutation-testing-data/codellama-34b-instruct/template-full-0.25/run348,end,end ? true : false,Near Equivalent
pull-stream,throughs/unique.js,760,9,11,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,prop,field = field + 1 || id,Behavioral Change
pull-stream,throughs/unique.js,761,9,11,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,prop,field = field * 2 || id,Behavioral Change
pull-stream,util/abort-cb.js,776,2,6,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,abort,abort || false,Trivially Equivalent
q,q.js,149,241,25,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,task,function () {},Behavioral Change
q,q.js,315,431,30,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,Number,String,Behavioral Change
q,q.js,526,649,13,mutation-testing-data/codellama-34b-instruct/template-full-0.25/run348,resolvedPromise,resolvedPromise !== undefined,Near Equivalent
q,q.js,692,862,32,mutation-testing-data/codellama-34b-instruct/template-full-0.25/run348,exception,null,Behavioral Change
q,q.js,693,862,32,mutation-testing-data/codellama-34b-instruct/template-full-0.25/run348,exception,undefined,Behavioral Change
q,q.js,694,862,32,mutation-testing-data/codellama-34b-instruct/template-full-0.25/run348,exception,0,Behavioral Change
q,q.js,637,878,17,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,done,done === true,Near Equivalent
q,q.js,890,1089,31,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,"""(no stack) "" + reason","reason + "" (no stack) """,Unknown
q,q.js,891,1089,31,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,"""(no stack) "" + reason","reason + "" (no stack)""",Unknown
q,q.js,796,1089,31,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,"""(no stack) "" + reason","reason, "" """,Unknown
q,q.js,797,1089,31,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,"""(no stack) "" + reason",NaN,Unknown
q,q.js,798,1089,31,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,"""(no stack) "" + reason",null,Unknown
spacl-core,src/matcher.ts,1,12,9,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,spec.match(/^[a-zA-Z0-9_/:~.$+*-]*$/) === null,!spec.match(/^[a-zA-Z0-9_/:~.$+*-]*$/),Trivially Equivalent
spacl-core,src/matcher.ts,2,12,9,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,spec.match(/^[a-zA-Z0-9_/:~.$+*-]*$/) === null,spec.match(/^[a-zA-Z0-9_/:~.$+*-]*$/) == null,Trivially Equivalent
spacl-core,src/matcher.ts,11,18,9,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,spec.match(/\/\//) !== null,spec.match(/(\/\/)/) !== null,Trivially Equivalent
spacl-core,src/matcher.ts,12,18,9,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,spec.match(/\/\//) !== null,spec.match(/[/]{2}/) !== null,Trivially Equivalent
spacl-core,src/matcher.ts,23,29,20,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,/^.+\/$/,/^.+\/+$/,Trivially Equivalent
spacl-core,src/matcher.ts,32,39,9,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,string.length > 1 && string.endsWith('/'),string.length > 1 && string.endsWith('/') && string.charAt(0) === '/',Behavioral Change
spacl-core,src/matcher.ts,29,39,9,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,string.length > 1 && string.endsWith('/'),string.length === 0,Behavioral Change
spacl-core,src/matcher.ts,41,67,18,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,min > 0,min >= 1,Behavioral Change
spacl-core,src/matcher.ts,63,92,3,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,f,"for (const part of spec.split('/').slice(1).reverse().map(p => p.toLowerCase())) {
  switch (part) {
    case '+':
      min++;
      max++;
      break;
    case '++':
      max++;
      break;
    case '*':
      min++;
      any = true;
      break;
    case '**':
      any = true;
      break;
    default:
      flatten();
      opt = false;
      if (part.match(/:.+/) !== null) {
        props.push(part.slice(1));
        parts.push('/([^/]+)');
      } else {
        parts.push(`/${part.replace(/([.$])/g, '\\$1')}`);
      }
  }
}",Behavioral Change
spacl-core,src/matcher.ts,64,92,33,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,'/','\/',Unknown
spacl-core,src/matcher.ts,66,93,13,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,part,part.split('/').pop(),Trivially Equivalent
spacl-core,src/matcher.ts,86,112,22,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,part.slice(1),part.substr(1),Near Equivalent
spacl-core,src/matcher.ts,74,112,22,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,part.slice(1),part.substr(1),Near Equivalent
spacl-core,src/matcher.ts,75,112,22,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,part.slice(1),part.substring(1),Near Equivalent
spacl-core,src/policymap.ts,135,7,24,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,"(policy) => [policy.name, policy]","policy => [policy.name.toLowerCase(), policy]",Unknown
spacl-core,src/policymap.ts,136,7,24,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,"(policy) => [policy.name, policy]","policy => [policy.name.split(' ').join(''), policy]",Unknown
spacl-core,src/policymap.ts,162,28,29,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,name,name.toLowerCase(),Unknown
spacl-core,src/rule.ts,200,26,11,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,!(verb in this.verbs),this.verbs[verb] === undefined,Trivially Equivalent
spacl-core,src/rule.ts,197,60,30,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,this.regex,this.regex.source,Behavioral Change
spacl-core,src/rule.ts,232,66,11,mutation-testing-data/codellama-34b-instruct/template-full-0.5/run318,ctx === undefined,!ctx,Near Equivalent
spacl-core,src/rule.ts,216,83,24,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,this.verbs,"Object.assign({}, this.verbs)",Trivially Equivalent
spacl-core,src/rule.ts,217,83,24,mutation-testing-data/codellama-34b-instruct/template-full-1.0/run341,this.verbs,JSON.parse(JSON.stringify(this.verbs)),Trivially Equivalent
zip-a-folder,lib/ZipAFolder.ts,3,41,39,mutation-testing-data/codellama-34b-instruct/template-full-0.25/run348,"{src, targetFilePath: tarFilePath, format: 'tar', zipAFolderOptions}","{
  src,
  targetFilePath: tarFilePath,
  format: 'zip',
  zipAFolderOptions
}",Behavioral Change
